sentence,classification
"At least by Friday every argument to be made about the surge will have been made in triplicate, unless Georgia Republican Jack Kingston is right.",False
"The Judiciary Committee, led by Vermont Democrat Patrick Leahy, slated to authorize, though not issue just yet, subpoenas for some of the staffers closest to President Bush.",False
"I thought a couple of months ago that they may have reached some kind of peace agreement because they did agree on joint custody of their two kids, but it was so bitter earlier this year and frankly, A.J.",False
"All right.",False
"Welcome back.",False
"girl take make u do ",False
"You want to get every word right.",False
"I'll tell you what.",False
"All right.",False
"Brookings Institution scholar Kenneth Pollock describes this stunning reversal it has faced in Iraq.",False
"We've had one that we've been dealing with in the eastern parts of Apalachee Bay, but right around St. Marks, which has already received maybe on average somewhere between six and eight inches of rain, there is a new line that is going to be pushing through your area.",False
"This is what they say they have set aside so far.",False
"So as I said, it's a critical few days.",False
"It represents this bigger idea that we can have a seat at the table as long as we make the other people at that table comfortable with it.",False
"But with violence in Baghdad getting worse, the president's evolution has been stark.",False
"PART",False
"The Klan firebombed his house, began firing guns in the house.",False
"Yes, sure.",False
"Now, there was a little straightening out of that today when her attorneys told people.com, Some people categorize an affair as something as sexual infidelity.",False
"Sent me to treatment after treatment.",False
"How are the elections going.",True
"The protests are part of a coordinated reaction to congressional debate on changes in immigration law, as well as many state efforts to curb services to illegal immigrants.",False
"lol @ innocent",False
"This April was the hottest on record in the United States.",False
"And like diving in shallow water, that's how the leaked autopsy describes Freddie Gray's death and what else it tells us about what happened in the back of that police transport van.",False
"So Gloria, I want to get this right.",False
"Yes, in theory; if the military was, in my opinion, crazy enough to bring a prosecution under this general order.",False
"Look, we've made our share of mistakes but this moral equivalence that the president seems to be engaged in, pulling us down to Russia's level, is just fundamentally at odds with the facts.",False
"They read The New York Times.",False
"And not many people are saying or taking a look at what this is going to mean for future generations or what the larger implication of this is.",False
"We're going to take a break.",False
"PART",False
"JOIN",False
"So, the school terrorist has yet to explain how the shirt promotes terrorism.",False
"We are going to do guest work.",False
"PART",False
"On that one, Geoff and John.",True
"Floors 15 and above have been evacuated entirely.",False
"my dog did a no-no and he's hiding at the top of the stairs...lmao",False
"Worth remembering what in Paris we saw those terrorists there, they made their way into France through those migrant routes, so many concerns for many leaders meeting today.",False
"There's also a kind of existential explanation that Romero and others will throw around, that they're sort of craving a life force.",False
"Because people have a preference and I think it`s great that she want to ask...",False
":10-26-teensUser122!10-26-teensUser122@10-26-teensUser122 MODE #14-19teens +o 10-26-teensUser122",False
"OK, gentlemen.",False
".ACTION walks up to room damn it, runs their fingers thru the back of room damn it's hair, closes their eyes, and gently kisses room damn it on the neck, Compliments of 11-09-20sUser34!.",False
"Well, I think the candidate that is showing the most dynamism is Antonio Villaraigosa.",False
"JOIN",False
"I think the addition of these troops is irrelevant.",False
"She seems very focused and in tune with what's going on, on the Republican side.",False
"There's just a clear break between the White House and the State Department that never got resolved.",False
